Respondent_ID,Persona_Cluster_Seed,Q1_Age_Group,Q2_Gender,Q3_Emirate,Q4_Monthly_Income_AED,Nationality,Occupation,Q5_Experience_Level,Q6_Days_Per_Week,Q7_Weekly_Distance_km,Q8_Terrain,Q9_Training_Goal,Q10_Foot_Width,Q11_Foot_Issues,Q12_Shoe_Priority,Q13_Sole_Type,Q14_Fit_Style,Q15_Color_Pref,Q16_Accessories,Q17_Trusted_Brands,Q18_Spend_Per_Pair_AED,Q19_Purchase_Frequency,Q20_Purchase_Channel,Q21_Brand_Switch_Motivator,Q22_Current_Shoe_Satisfaction_1_7,Q23_App_Comfort,Q24_WTP_App_AED_Month,Q25_App_Interest,Q26_Running_Motivation,Q27_Runner_Identity_1_5,Q28_Running_Club_Member,Q29_Peer_Influence_1_5,Q30_Sustainability_Importance_1_5,Q31_Min_Discount_To_Switch,Q32_Waits_For_Sales,Q33_Fitness_Apps_Used,Q34_Used_AI_Shopping_Before,Q35_Brand_Switch_Likelihood_1_5
UAE_0806,Wellness_Professional,25-34,Female,Dubai,"20,001-35,000",South Asian,Self-employed,Beginner,3-4 days,25-50km,Treadmill,10K,Not sure,,Comfort/Cushioning,Thick/Plush,Roomy toe box,Bold/Bright,Foam roller,Nike; New Balance,400-600,Rarely/Not yet,Sports retailers; Online (Amazon/Noon),Free trial,5,Comfortable,10-25 AED,Likely would use,Mental health,2,No,2,5,20-30%,No,Strava,No,5
UAE_0807,Casual_Lifestyle_Runner,35-44,Female,Dubai,,East/SE Asian,Student,Complete beginner,3-4 days,Less than 10km,Treadmill,5K,Extra Wide,Knee pain; None,Comfort/Cushioning,Thick/Plush,Standard fit,Bold/Bright,Running socks,Adidas; ASICS,600-900,Rarely/Not yet,Sports retailers,Free trial,3,Neutral,10-25 AED,Likely would use,Mental health,2,No,5,2,5% or less,No,,No,5
UAE_0808,Casual_Lifestyle_Runner,18-24,Female,Abu Dhabi,"35,001-60,000",GCC National,Student,Beginner,3-4 days,10-25km,Road/Pavement; Treadmill; Mall/Indoor,Weight loss,Extra Wide,Bunions,Durability/Value,Medium/Balanced,Snug/Sock-like,Bold/Bright,Compression wear,Nike,600-900,Every 1-2 years,Online (Amazon/Noon); During sales,Social media,2,Very comfortable,Won't pay,Definitely would use,Mental health,1,No,5,4,50%+,No,,No,3
UAE_0809,Social_Community_Runner,18-24,Male,Dubai,"35,001-60,000",South Asian,Fitness professional,Beginner,3-4 days,10-25km,Mall/Indoor,10K,Extra Wide,Shin splints,Durability/Value,Medium/Balanced,Standard fit,Solid neutral,Foam roller,Hoka,600-900,Every 1-2 years,Sports retailers,Professional review,5,Very comfortable,Up to 10 AED,Likely would use,Mental health,4,Yes,4,2,50%+,Yes,Garmin; Apple Watch/Health,Yes,4
UAE_0810,Aspirational_Beginner,18-24,Male,Sharjah,"20,001-35,000",Arab (non-GCC),Homemaker,Intermediate,1-2 days,25-50km,Treadmill,Weight loss,Wide,Knee pain,Comfort/Cushioning,Thick/Plush,Standard fit,Metallic/Premium,Running socks,No preference,400-600,Every 1-2 years,Sports retailers; During sales,Expert AI,5,Comfortable,Up to 10 AED,Likely would use,Weight management,2,No,1,3,10-15%,Yes,Strava,No,1
UAE_0811,Casual_Lifestyle_Runner,25-34,Female,Dubai,"5,000-10,000",East/SE Asian,Self-employed,Experienced,3-4 days,10-25km,Treadmill,No goal/fun,Standard/Medium,,Style/Brand,Medium/Balanced,Roomy toe box,Bold/Bright,,Adidas,Under 200,Every 4-6 months,Brand stores; Online (Amazon/Noon); During sales,Social media,4,Neutral,Won't pay,Likely would use,General fitness,2,No,2,4,50%+,No,Apple Watch/Health,No,5
UAE_0812,Ultra_Trail_Specialist,Under 18,Male,Abu Dhabi,,GCC National,Fitness professional,Advanced/Competitive,5-6 days,80+ km,Trail/Desert,Half Marathon,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Roomy toe box,Solid neutral,GPS Watch; Compression wear,Hoka,600-900,Every 3 months,Brand stores; Sports retailers; Online (Amazon/Noon),Social media,4,Very comfortable,25-50 AED,Neutral/Unsure,Competitive performance,5,Yes,4,3,10-15%,No,,No,2
UAE_0813,Aspirational_Beginner,25-34,Female,Dubai,"Below 5,000",Western,Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Road/Pavement; Beach/Sand,No goal/fun,Standard/Medium,,Injury Prevention,Thick/Plush,Roomy toe box,Bold/Bright,Running socks; GPS Watch,Nike,200-400,Once a year,Sports retailers; Apps/Platforms,Expert AI,5,Slightly uncomfortable,10-25 AED,Unlikely,Mental health,3,No,4,2,20-30%,Yes,Strava,No,4
UAE_0814,Casual_Lifestyle_Runner,18-24,Male,Abu Dhabi,"5,000-10,000",Western,Corporate/Salaried,Beginner,3-4 days,10-25km,Treadmill,Weight loss,Narrow,Flat feet/Low arch,Comfort/Cushioning,Thick/Plush,Standard fit,Limited Edition,,Adidas; Hoka,400-600,Every 1-2 years,Brand stores; Sports retailers,Social media,4,Slightly uncomfortable,Won't pay,Definitely would use,General fitness,1,No,4,4,50%+,Yes,,No,3
UAE_0815,Ultra_Trail_Specialist,35-44,Male,Dubai,"Above 60,000",GCC National,Self-employed,Experienced,Daily,80+ km,Road/Pavement; Beach/Sand; Trail/Desert,Ultra/Trail,Narrow,Flat feet/Low arch; High arch; Shin splints,Injury Prevention,Medium/Balanced,Adjustable/Boa,Earthy/Natural,Running socks; GPS Watch,Nike; Adidas,600-900,Every 4-6 months,Running specialty,Expert AI,2,Neutral,10-25 AED,Likely would use,Competitive performance,5,Yes,4,2,20-30%,Yes,Strava; Garmin,No,1
UAE_0816,Serious_Age_Grouper,35-44,Male,Dubai,"35,001-60,000",South Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,50-80km,Trail/Desert; Track,10K,Standard/Medium,,Speed/Performance,Medium/Balanced,Standard fit,Metallic/Premium,Compression wear,ASICS; On Running,Above 1200,Every 4-6 months,Sports retailers,Professional review,6,Comfortable,50+ AED,Neutral/Unsure,Mental health,5,Yes,4,3,20-30%,No,,No,2
UAE_0817,Serious_Age_Grouper,35-44,Male,Abu Dhabi,"20,001-35,000",East/SE Asian,Corporate/Salaried,Experienced,5-6 days,25-50km,Road/Pavement; Track,Full Marathon,Standard/Medium,,Comfort/Cushioning,Thin/Minimal,Roomy toe box,Solid neutral,Running belt/Hydration,ASICS; Hoka,600-900,Every 3 months,Brand stores; Online (Amazon/Noon); Running specialty,Professional review,5,Very comfortable,10-25 AED,Likely would use,Explore outdoors,5,Yes,5,5,10-15%,No,Strava; Garmin,Yes,3
UAE_0818,Social_Community_Runner,45-54,Female,Abu Dhabi,"10,001-20,000",Western,Other,Beginner,5-6 days,25-50km,Road/Pavement,10K,Standard/Medium,Flat feet/Low arch,Style/Brand,Thick/Plush,Snug/Sock-like,Bold/Bright,Compression wear,Nike; New Balance; Hoka,200-400,Once a year,Brand stores,Expert AI,5,Comfortable,Up to 10 AED,Neutral/Unsure,Explore outdoors,3,No,4,4,20-30%,Yes,,No,3
UAE_0819,Aspirational_Beginner,25-34,Female,Sharjah,"Above 60,000",GCC National,Student,Beginner,1-2 days,10-25km,Road/Pavement; Treadmill; Beach/Sand,No goal/fun,Standard/Medium,Bunions,Injury Prevention,Medium/Balanced,Standard fit,Limited Edition,Running belt/Hydration,Nike; Adidas,200-400,Rarely/Not yet,Online (Amazon/Noon),Discount,7,Neutral,Up to 10 AED,Unlikely,Weight management,2,No,4,2,20-30%,No,,No,3
UAE_0820,Social_Community_Runner,35-44,Male,Dubai,"10,001-20,000",GCC National,Self-employed,Intermediate,3-4 days,25-50km,Road/Pavement; Beach/Sand,10K,Wide,Plantar fasciitis; None,Injury Prevention,Thick/Plush,Roomy toe box,Limited Edition,GPS Watch,Adidas; ASICS; Hoka; On Running,200-400,Once a year,Apps/Platforms; During sales,Friend/Community,5,Very comfortable,10-25 AED,Likely would use,Competitive performance,3,Yes,5,3,20-30%,Yes,Apple Watch/Health,No,4
UAE_0821,Wellness_Professional,25-34,Prefer not to say,Dubai,"10,001-20,000",East/SE Asian,Corporate/Salaried,Experienced,3-4 days,25-50km,Treadmill,10K,Wide,,Comfort/Cushioning,No preference,Snug/Sock-like,Bold/Bright,Running socks,Adidas,900-1200,Every 1-2 years,Brand stores,Free trial,6,Neutral,10-25 AED,Definitely would use,Weight management,3,No,5,4,10-15%,Yes,Garmin,No,2
UAE_0822,Aspirational_Beginner,25-34,Female,Ajman,"5,000-10,000",Western,Student,Intermediate,1-2 days,Less than 10km,Road/Pavement; Treadmill,Weight loss,Not sure,Bunions,Injury Prevention,Medium/Balanced,Standard fit,Solid neutral,Running belt/Hydration,Nike,200-400,Every 3 months,Sports retailers; Apps/Platforms,Discount,3,Comfortable,Up to 10 AED,Definitely would use,Mental health,3,No,3,3,50%+,Yes,Nike Run Club,No,5
UAE_0823,Social_Community_Runner,25-34,Male,Dubai,"20,001-35,000",Arab (non-GCC),Corporate/Salaried,Experienced,3-4 days,Less than 10km,Road/Pavement,10K,Wide,,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Limited Edition,Running socks; GPS Watch,Nike; Adidas,400-600,Once a year,Sports retailers,Friend/Community,5,Comfortable,Up to 10 AED,Neutral/Unsure,Weight management,3,Yes,5,1,20-30%,Yes,,No,4
UAE_0824,Social_Community_Runner,45-54,Female,Abu Dhabi,"10,001-20,000",Western,Corporate/Salaried,Beginner,5-6 days,10-25km,Road/Pavement,10K,Wide,,Speed/Performance,No preference,Standard fit,Solid neutral,Running socks,No preference,600-900,Every 3 months,Sports retailers,Discount,4,Comfortable,10-25 AED,Definitely would use,General fitness,4,No,4,5,5% or less,Yes,Apple Watch/Health,No,4
UAE_0825,Serious_Age_Grouper,35-44,Prefer not to say,Other UAE,"Above 60,000",Arab (non-GCC),Corporate/Salaried,Experienced,5-6 days,25-50km,Road/Pavement,10K,Standard/Medium,Flat feet/Low arch; Plantar fasciitis,Speed/Performance,Thick/Plush,Standard fit,Solid neutral,Running socks; GPS Watch,Nike; Adidas,400-600,Every 4-6 months,Apps/Platforms,Expert AI,4,Slightly uncomfortable,10-25 AED,Neutral/Unsure,Social/Community,5,No,3,4,50%+,No,Strava; Apple Watch/Health,Yes,3
UAE_0826,Ultra_Trail_Specialist,35-44,Male,Dubai,"20,001-35,000",East/SE Asian,Self-employed,Experienced,5-6 days,50-80km,Beach/Sand,Full Marathon,Standard/Medium,Plantar fasciitis; Knee pain,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Solid neutral,Compression wear; Running belt/Hydration,New Balance,600-900,Once a year,Brand stores; Running specialty; Apps/Platforms,Friend/Community,1,Very comfortable,Up to 10 AED,Neutral/Unsure,Explore outdoors,1,No,1,1,5% or less,No,Strava; Garmin; Apple Watch/Health,No,2
UAE_0827,Social_Community_Runner,35-44,Male,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Intermediate,1-2 days,25-50km,Road/Pavement,No goal/fun,Standard/Medium,,Comfort/Cushioning,Thin/Minimal,Snug/Sock-like,Bold/Bright,,Adidas,400-600,Every 3 months,Running specialty; During sales,Free trial,6,Comfortable,Won't pay,Likely would use,Social/Community,5,Yes,5,4,10-15%,Yes,,No,4
UAE_0828,Social_Community_Runner,25-34,Female,Abu Dhabi,"10,001-20,000",East/SE Asian,Corporate/Salaried,Intermediate,3-4 days,10-25km,Road/Pavement,10K,Standard/Medium,Flat feet/Low arch,Speed/Performance,Thick/Plush,Roomy toe box,Bold/Bright,Running socks,Hoka; Brooks,600-900,Every 4-6 months,Brand stores; Sports retailers,Discount,7,Slightly uncomfortable,10-25 AED,Definitely would use,General fitness,3,Yes,5,3,20-30%,No,,Yes,5
UAE_0829,Wellness_Professional,35-44,Male,Abu Dhabi,"5,000-10,000",South Asian,Corporate/Salaried,Intermediate,1-2 days,10-25km,Treadmill,Weight loss,Narrow,,Injury Prevention,Thick/Plush,Roomy toe box,Bold/Bright,Running socks; GPS Watch,Adidas; On Running,900-1200,Every 4-6 months,Sports retailers,Free trial,6,Comfortable,10-25 AED,Likely would use,Mental health,2,No,4,4,50%+,No,Strava; Garmin,No,4
UAE_0830,Social_Community_Runner,45-54,Female,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Experienced,3-4 days,10-25km,Road/Pavement,Full Marathon,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Standard fit,Bold/Bright,Running belt/Hydration; Foam roller,Adidas,Above 1200,Every 1-2 years,Online (Amazon/Noon); During sales,Discount,5,Neutral,Won't pay,Definitely would use,Mental health,3,No,3,4,50%+,Yes,Strava; Nike Run Club,Yes,5
UAE_0831,Aspirational_Beginner,25-34,Female,Dubai,"5,000-10,000",East/SE Asian,Corporate/Salaried,Complete beginner,1-2 days,10-25km,Road/Pavement; Trail/Desert,Weight loss,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Solid neutral,Running socks; GPS Watch; Running belt/Hydration,Adidas,200-400,Once a year,Brand stores; Running specialty; During sales,Free trial,4,Neutral,10-25 AED,Definitely would use,Weight management,1,Yes,1,3,20-30%,Yes,,No,3
UAE_0832,Social_Community_Runner,45-54,Male,Abu Dhabi,"5,000-10,000",South Asian,Student,Advanced/Competitive,3-4 days,Less than 10km,Road/Pavement,Half Marathon,Standard/Medium,Bunions,Lightweight,Medium/Balanced,Snug/Sock-like,Earthy/Natural,Running socks; Custom insoles; Compression wear,No preference,400-600,Every 4-6 months,Brand stores; Online (Amazon/Noon),Friend/Community,5,Slightly uncomfortable,Won't pay,Likely would use,Social/Community,3,Yes,4,4,20-30%,Yes,Nike Run Club,No,5
UAE_0833,Aspirational_Beginner,25-34,Male,Sharjah,"5,000-10,000",Western,Other,Beginner,3-4 days,Less than 10km,Treadmill,5K,Wide,Flat feet/Low arch; Plantar fasciitis,Comfort/Cushioning,Thin/Minimal,Adjustable/Boa,Bold/Bright,Running socks; Compression wear,New Balance,400-600,Once a year,Apps/Platforms,Expert AI,6,Neutral,10-25 AED,Likely would use,Competitive performance,1,Yes,3,4,20-30%,Yes,,No,4
UAE_0834,Aspirational_Beginner,25-34,Male,Sharjah,"35,001-60,000",South Asian,Student,Beginner,Daily,25-50km,Road/Pavement; Trail/Desert,10K,Narrow,Plantar fasciitis,Injury Prevention,No preference,Snug/Sock-like,Bold/Bright,,Nike; Adidas,Above 1200,Every 3 months,Brand stores,Expert AI,6,Very comfortable,Up to 10 AED,Unlikely,Explore outdoors,2,No,4,5,20-30%,No,,Yes,3
UAE_0835,Social_Community_Runner,35-44,Male,Dubai,"10,001-20,000",Western,Corporate/Salaried,Advanced/Competitive,3-4 days,10-25km,Road/Pavement,Weight loss,Wide,Knee pain; Bunions,Injury Prevention,Thick/Plush,Standard fit,Bold/Bright,,Saucony,200-400,Once a year,Sports retailers; Online (Amazon/Noon),Free trial,3,Comfortable,10-25 AED,Neutral/Unsure,Social/Community,3,Yes,5,5,5% or less,Yes,Strava,Yes,3
UAE_0836,Social_Community_Runner,35-44,Non-binary,Dubai,"20,001-35,000",South Asian,Self-employed,Experienced,3-4 days,25-50km,Track,Full Marathon,Extra Wide,High arch,Durability/Value,Thin/Minimal,Standard fit,Bold/Bright,Foam roller,Nike; ASICS; On Running,200-400,Every 4-6 months,Online (Amazon/Noon); Running specialty,Expert AI,7,Neutral,Won't pay,Likely would use,Social/Community,5,Yes,4,4,50%+,No,,No,5
UAE_0837,Ultra_Trail_Specialist,45-54,Male,Dubai,"20,001-35,000",Western,Corporate/Salaried,Experienced,5-6 days,80+ km,Beach/Sand; Trail/Desert,Ultra/Trail,Wide,High arch,Durability/Value,Thin/Minimal,Roomy toe box,Bold/Bright,Running socks; Custom insoles; Compression wear,ASICS; New Balance; Hoka; Brooks,400-600,Every 3 months,Sports retailers; Running specialty,Friend/Community,5,Comfortable,10-25 AED,Likely would use,Competitive performance,5,Yes,3,4,20-30%,Yes,Strava; Garmin,Yes,3
UAE_0838,Social_Community_Runner,45-54,Female,Dubai,"10,001-20,000",South Asian,Corporate/Salaried,Experienced,3-4 days,10-25km,Road/Pavement,Half Marathon,Standard/Medium,Flat feet/Low arch,Durability/Value,Thin/Minimal,Snug/Sock-like,Bold/Bright,,Adidas; New Balance; On Running,400-600,Once a year,Sports retailers; Apps/Platforms; During sales,Free trial,6,Comfortable,25-50 AED,Definitely would use,Social/Community,4,No,4,5,50%+,Yes,Strava; Garmin,Yes,4
UAE_0839,Serious_Age_Grouper,35-44,Female,Sharjah,"5,000-10,000",Arab (non-GCC),Corporate/Salaried,Advanced/Competitive,5-6 days,50-80km,Road/Pavement,Half Marathon,Standard/Medium,,Injury Prevention,Medium/Balanced,Adjustable/Boa,Solid neutral,GPS Watch,Nike; New Balance; Hoka,Above 1200,Once a year,Brand stores,Expert AI,3,Comfortable,10-25 AED,Definitely would use,General fitness,3,Yes,3,3,5% or less,No,Garmin; Apple Watch/Health,Yes,5
UAE_0840,Serious_Age_Grouper,45-54,Male,Sharjah,"10,001-20,000",South Asian,Corporate/Salaried,Experienced,3-4 days,50-80km,Road/Pavement,Full Marathon,Standard/Medium,High arch,Speed/Performance,Thin/Minimal,Adjustable/Boa,Solid neutral,Custom insoles,No preference,900-1200,Every 1-2 years,Running specialty; Apps/Platforms,Professional review,6,Slightly uncomfortable,10-25 AED,Definitely would use,Competitive performance,3,No,3,4,10-15%,Yes,Strava,Yes,5
UAE_0841,Aspirational_Beginner,Under 18,Male,Sharjah,"5,000-10,000",Western,Student,Beginner,1-2 days,10-25km,Road/Pavement; Beach/Sand,Weight loss,Standard/Medium,,Durability/Value,Thin/Minimal,Standard fit,Solid neutral,,New Balance,200-400,Every 1-2 years,Online (Amazon/Noon),Expert AI,5,Neutral,Up to 10 AED,Definitely would use,Social/Community,4,No,3,2,50%+,No,,No,3
UAE_0842,Serious_Age_Grouper,45-54,Female,Dubai,"10,001-20,000",East/SE Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,10-25km,Trail/Desert,Full Marathon,Standard/Medium,Knee pain,Lightweight,No preference,Standard fit,Solid neutral,Compression wear; Foam roller,Hoka,400-600,Every 3 months,Brand stores,Friend/Community,5,Neutral,50+ AED,Neutral/Unsure,Competitive performance,5,No,5,2,20-30%,No,Garmin; Apple Watch/Health,Yes,3
UAE_0843,Aspirational_Beginner,35-44,Male,Abu Dhabi,"20,001-35,000",Arab (non-GCC),Student,Complete beginner,3-4 days,80+ km,Treadmill,10K,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Roomy toe box,Solid neutral,,Nike; Adidas,400-600,Every 1-2 years,Sports retailers,Friend/Community,1,Comfortable,10-25 AED,Neutral/Unsure,General fitness,2,No,3,4,20-30%,Yes,Apple Watch/Health,Yes,4
UAE_0844,Casual_Lifestyle_Runner,18-24,Female,Fujairah,"5,000-10,000",GCC National,Self-employed,Intermediate,1-2 days,Less than 10km,Treadmill,Weight loss,Extra Wide,,Durability/Value,No preference,Standard fit,Metallic/Premium,,Nike,200-400,Once a year,Brand stores; Online (Amazon/Noon),Friend/Community,4,Neutral,Won't pay,Neutral/Unsure,Competitive performance,2,No,5,5,20-30%,No,,No,3
UAE_0845,Aspirational_Beginner,45-54,Female,Dubai,"35,001-60,000",South Asian,Student,Beginner,1-2 days,Less than 10km,Road/Pavement; Treadmill,No goal/fun,Not sure,Flat feet/Low arch; Knee pain,Injury Prevention,No preference,Adjustable/Boa,Solid neutral,Running socks,Saucony,900-1200,Rarely/Not yet,Brand stores; Online (Amazon/Noon); During sales,Friend/Community,3,Comfortable,Up to 10 AED,Likely would use,Mental health,3,No,3,3,10-15%,Yes,Apple Watch/Health,Yes,5
UAE_0846,Social_Community_Runner,35-44,Female,Abu Dhabi,"35,001-60,000",GCC National,Corporate/Salaried,Experienced,3-4 days,25-50km,Track,10K,Standard/Medium,Flat feet/Low arch; Knee pain,Speed/Performance,Medium/Balanced,Roomy toe box,Limited Edition,Compression wear; Running belt/Hydration,Nike; Adidas; New Balance,Under 200,Every 1-2 years,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,4,Prefer in-store,Won't pay,Likely would use,Social/Community,5,No,2,4,5% or less,No,Strava; Garmin; Apple Watch/Health,No,1
UAE_0847,Aspirational_Beginner,25-34,Male,Dubai,"10,001-20,000",Western,Homemaker,Intermediate,1-2 days,10-25km,Treadmill,No goal/fun,Not sure,Shin splints,Injury Prevention,Medium/Balanced,Roomy toe box,Solid neutral,Running socks; GPS Watch,Adidas; Hoka,400-600,Rarely/Not yet,Sports retailers; Online (Amazon/Noon); During sales,Friend/Community,3,Neutral,Won't pay,Definitely would not,Weight management,3,No,3,3,20-30%,No,,No,5
UAE_0848,Casual_Lifestyle_Runner,18-24,Female,Dubai,"20,001-35,000",South Asian,Other,Complete beginner,1-2 days,10-25km,Road/Pavement; Beach/Sand,No goal/fun,Standard/Medium,Plantar fasciitis; None,Style/Brand,No preference,Standard fit,Limited Edition,Compression wear,Nike; Adidas; Saucony,400-600,Every 1-2 years,Brand stores; Online (Amazon/Noon); During sales,Discount,4,Neutral,Won't pay,Neutral/Unsure,Social/Community,2,No,3,1,20-30%,No,,No,5
UAE_0849,Serious_Age_Grouper,35-44,Male,Dubai,"Above 60,000",East/SE Asian,Self-employed,Intermediate,5-6 days,25-50km,Road/Pavement,Dubai/AD Marathon,Wide,,Speed/Performance,Thin/Minimal,Snug/Sock-like,Bold/Bright,Running socks; GPS Watch,Adidas; New Balance; On Running,400-600,Every 4-6 months,Sports retailers,Friend/Community,3,Very comfortable,25-50 AED,Neutral/Unsure,General fitness,3,Yes,3,3,5% or less,Yes,Strava; Garmin; Apple Watch/Health,No,5
UAE_0850,Serious_Age_Grouper,35-44,Male,Dubai,"10,001-20,000",Western,Corporate/Salaried,Advanced/Competitive,5-6 days,50-80km,Road/Pavement,10K,Standard/Medium,Flat feet/Low arch; Knee pain,Speed/Performance,Medium/Balanced,Standard fit,Metallic/Premium,GPS Watch; Compression wear,Nike; Hoka; Brooks; On Running,600-900,Once a year,Running specialty,Free trial,2,Very comfortable,10-25 AED,Neutral/Unsure,Competitive performance,5,Yes,1,4,20-30%,No,Apple Watch/Health,Yes,4
UAE_0851,Aspirational_Beginner,25-34,Male,Dubai,"5,000-10,000",GCC National,Student,Beginner,1-2 days,Less than 10km,Road/Pavement; Treadmill,No goal/fun,Standard/Medium,Flat feet/Low arch; High arch; Shin splints,Comfort/Cushioning,Thick/Plush,Roomy toe box,Metallic/Premium,Compression wear,Nike; Adidas,600-900,Every 3 months,Sports retailers; Online (Amazon/Noon),Discount,6,Comfortable,Won't pay,Definitely would not,Mental health,4,No,5,2,50%+,Yes,Apple Watch/Health,No,4
UAE_0852,Wellness_Professional,25-34,Female,Dubai,"10,001-20,000",,Self-employed,Intermediate,3-4 days,10-25km,Road/Pavement,No goal/fun,Wide,,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Solid neutral,,Nike; Adidas; Brooks; On Running,600-900,Once a year,Sports retailers; Apps/Platforms,Expert AI,4,Comfortable,10-25 AED,Definitely would use,Social/Community,4,Yes,4,5,50%+,Yes,Apple Watch/Health,Yes,3
UAE_0853,Aspirational_Beginner,25-34,Male,Dubai,"5,000-10,000",South Asian,Student,Intermediate,1-2 days,10-25km,Road/Pavement; Treadmill,No goal/fun,Extra Wide,,Injury Prevention,Thick/Plush,Standard fit,Bold/Bright,,Nike; ASICS; Hoka,900-1200,Once a year,Online (Amazon/Noon); During sales,Free trial,7,Comfortable,Won't pay,Likely would use,Weight management,2,No,4,5,20-30%,Yes,,No,3
UAE_0854,Ultra_Trail_Specialist,25-34,Female,Abu Dhabi,"20,001-35,000",South Asian,Fitness professional,Advanced/Competitive,3-4 days,50-80km,Trail/Desert,Full Marathon,Narrow,,Speed/Performance,Medium/Balanced,Snug/Sock-like,Solid neutral,Running socks; Foam roller,ASICS; Saucony,Above 1200,Every 3 months,Online (Amazon/Noon); Running specialty,Professional review,5,Neutral,25-50 AED,Definitely would use,Explore outdoors,5,No,5,5,20-30%,No,Strava; Garmin; Nike Run Club,Yes,3
UAE_0855,Aspirational_Beginner,25-34,Male,Abu Dhabi,"20,001-35,000",South Asian,Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Road/Pavement,Weight loss,Standard/Medium,Bunions,Style/Brand,Thick/Plush,Standard fit,Solid neutral,Foam roller,Nike,Under 200,Once a year,Brand stores; During sales,Expert AI,4,Very comfortable,Won't pay,Neutral/Unsure,Mental health,3,No,5,3,20-30%,Yes,,No,1
UAE_0856,Aspirational_Beginner,25-34,Male,Dubai,"5,000-10,000",GCC National,Student,Intermediate,5-6 days,10-25km,Treadmill,Weight loss,Not sure,Shin splints,Durability/Value,Medium/Balanced,Standard fit,Solid neutral,,No preference,Under 200,Every 4-6 months,Brand stores; Running specialty,Expert AI,7,Comfortable,25-50 AED,Likely would use,Weight management,2,No,3,4,20-30%,No,Apple Watch/Health,No,2
UAE_0857,Aspirational_Beginner,35-44,Male,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Intermediate,1-2 days,10-25km,Road/Pavement,10K,Standard/Medium,Shin splints,Durability/Value,Medium/Balanced,Roomy toe box,Metallic/Premium,Running socks,No preference,400-600,Rarely/Not yet,Sports retailers; Online (Amazon/Noon); Running specialty,Friend/Community,5,Comfortable,Up to 10 AED,Likely would use,Weight management,3,No,5,1,5% or less,Yes,,No,3
UAE_0858,Social_Community_Runner,25-34,Female,Ajman,"10,001-20,000",South Asian,Fitness professional,Complete beginner,3-4 days,10-25km,Treadmill,10K,Standard/Medium,,Durability/Value,Medium/Balanced,Standard fit,Limited Edition,GPS Watch; Foam roller,No preference,200-400,Every 3 months,Sports retailers; Running specialty; Apps/Platforms,Discount,5,Comfortable,Up to 10 AED,Likely would use,Social/Community,4,Yes,3,4,20-30%,No,,No,3
UAE_0859,Serious_Age_Grouper,35-44,Male,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Self-employed,Advanced/Competitive,3-4 days,25-50km,Road/Pavement,10K,Standard/Medium,Plantar fasciitis; None,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Bold/Bright,,ASICS; Hoka,900-1200,Every 3 months,Online (Amazon/Noon),Expert AI,7,Very comfortable,Up to 10 AED,Likely would use,Competitive performance,5,Yes,5,3,20-30%,Yes,Strava; Apple Watch/Health; Nike Run Club,No,3
UAE_0860,Aspirational_Beginner,25-34,Female,Abu Dhabi,"5,000-10,000",Other,Corporate/Salaried,Intermediate,1-2 days,Less than 10km,Trail/Desert,10K,Wide,Knee pain,Injury Prevention,Medium/Balanced,Adjustable/Boa,Bold/Bright,Compression wear,On Running,200-400,Once a year,Sports retailers,Friend/Community,3,Very comfortable,10-25 AED,Likely would use,Weight management,1,No,1,4,5% or less,Yes,Nike Run Club,No,4
UAE_0861,Wellness_Professional,18-24,Female,Dubai,"20,001-35,000",East/SE Asian,Corporate/Salaried,Intermediate,3-4 days,10-25km,Treadmill,10K,Standard/Medium,,Speed/Performance,Medium/Balanced,Roomy toe box,Solid neutral,Running socks; Foam roller,Brooks,400-600,Every 1-2 years,Online (Amazon/Noon),Discount,6,Neutral,10-25 AED,Neutral/Unsure,Social/Community,3,No,4,5,20-30%,No,Apple Watch/Health,Yes,3
UAE_0862,Social_Community_Runner,25-34,Male,Ajman,"Above 60,000",,Corporate/Salaried,Intermediate,3-4 days,10-25km,Road/Pavement; Treadmill,Half Marathon,Narrow,Plantar fasciitis,Speed/Performance,No preference,Roomy toe box,Limited Edition,GPS Watch; Foam roller,Adidas; Brooks; On Running,200-400,Every 4-6 months,Brand stores; Sports retailers,Friend/Community,2,Comfortable,10-25 AED,Likely would use,Social/Community,2,Yes,4,4,5% or less,Yes,,No,3
